Order_ID,Order_Date,Order_Priority,Ord_id
8546,2012-01-04,HIGH,Ord_4131
8578,2011-02-09,HIGH,Ord_4132
9669,2009-04-22,MEDIUM,Ord_4133
9952,2012-01-05,HIGH,Ord_4134
10630,2010-04-02,MEDIUM,Ord_4135
10657,2010-09-25,MEDIUM,Ord_4136
11427,2010-11-24,MEDIUM,Ord_4137
12037,2011-06-30,LOW,Ord_4138
12259,2010-02-14,HIGH,Ord_4139
12900,2010-03-05,HIGH,Ord_4140
12999,2010-03-04,HIGH,Ord_4141
13632,2009-10-03,MEDIUM,Ord_4142
13920,2009-09-10,CRITICAL,Ord_4143
15651,2012-04-10,CRITICAL,Ord_4144
16197,2012-10-26,CRITICAL,Ord_4145
16770,2009-06-01,CRITICAL,Ord_4146
16802,2011-04-20,MEDIUM,Ord_4147
16961,2009-06-01,NOT SPECIFIED,Ord_4148
17543,2012-05-25,CRITICAL,Ord_4149
18055,2010-04-02,CRITICAL,Ord_4150
20484,2009-01-29,CRITICAL,Ord_4151
20579,2012-01-10,MEDIUM,Ord_4152
20933,2012-08-26,HIGH,Ord_4153
21155,2011-05-02,HIGH,Ord_4154
21703,2009-02-03,NOT SPECIFIED,Ord_4155
21731,2011-11-26,LOW,Ord_4156
21799,2011-04-19,NOT SPECIFIED,Ord_4157
21985,2009-08-26,CRITICAL,Ord_4158
22210,2011-09-19,CRITICAL,Ord_4159
22628,2009-10-29,MEDIUM,Ord_4160
23106,2010-10-20,MEDIUM,Ord_4161
23360,2009-11-05,LOW,Ord_4162
23809,2012-04-06,NOT SPECIFIED,Ord_4163
24870,2009-04-24,LOW,Ord_4164
25793,2012-07-04,LOW,Ord_4165
26629,2009-10-07,HIGH,Ord_4166
27875,2010-03-26,LOW,Ord_4167
27879,2010-02-26,MEDIUM,Ord_4168
28198,2012-08-02,MEDIUM,Ord_4169
28583,2009-12-11,CRITICAL,Ord_4170
28738,2012-10-08,MEDIUM,Ord_4171
29120,2010-12-05,LOW,Ord_4172
29504,2010-09-23,NOT SPECIFIED,Ord_4173
30625,2010-08-02,CRITICAL,Ord_4174
31174,2009-03-26,NOT SPECIFIED,Ord_4175
31302,2012-01-08,HIGH,Ord_4176
31973,2011-12-05,NOT SPECIFIED,Ord_4177
32101,2009-12-26,LOW,Ord_4178
32929,2011-02-05,LOW,Ord_4179
33414,2012-10-02,NOT SPECIFIED,Ord_4180
34596,2011-08-31,CRITICAL,Ord_4181
35457,2009-07-12,LOW,Ord_4182
35940,2010-05-27,CRITICAL,Ord_4183
37313,2012-02-07,NOT SPECIFIED,Ord_4184
37348,2009-06-13,HIGH,Ord_4185
37510,2009-08-03,CRITICAL,Ord_4186
37762,2012-06-06,MEDIUM,Ord_4187
38628,2011-10-29,LOW,Ord_4188
38848,2012-12-16,HIGH,Ord_4189
38950,2011-02-07,NOT SPECIFIED,Ord_4190
39521,2009-09-08,LOW,Ord_4191
40289,2012-11-26,NOT SPECIFIED,Ord_4192
40775,2010-11-17,LOW,Ord_4193
41094,2009-06-01,LOW,Ord_4194
41351,2010-09-23,NOT SPECIFIED,Ord_4195
41605,2010-12-25,MEDIUM,Ord_4196
41667,2012-06-20,HIGH,Ord_4197
42982,2012-07-27,LOW,Ord_4198
44167,2012-01-30,CRITICAL,Ord_4199
44997,2011-09-28,LOW,Ord_4200
45408,2010-12-26,LOW,Ord_4201
45924,2010-12-21,LOW,Ord_4202
46565,2011-06-22,NOT SPECIFIED,Ord_4203
47173,2009-01-09,NOT SPECIFIED,Ord_4204
47271,2011-07-28,MEDIUM,Ord_4205
47815,2012-12-30,NOT SPECIFIED,Ord_4206
47909,2010-09-03,MEDIUM,Ord_4207
48609,2010-02-24,HIGH,Ord_4208
48643,2012-10-18,MEDIUM,Ord_4209
49380,2012-04-05,MEDIUM,Ord_4210
49607,2009-04-05,MEDIUM,Ord_4211
49862,2012-12-09,NOT SPECIFIED,Ord_4212
50209,2010-10-09,HIGH,Ord_4213
50432,2009-07-06,LOW,Ord_4214
50500,2011-06-09,LOW,Ord_4215
50626,2009-10-20,MEDIUM,Ord_4216
50657,2011-12-18,HIGH,Ord_4217
51175,2012-08-14,HIGH,Ord_4218
51202,2012-04-13,HIGH,Ord_4219
51488,2010-02-05,HIGH,Ord_4220
51873,2009-06-05,HIGH,Ord_4221
53222,2009-10-19,LOW,Ord_4222
54146,2010-10-18,LOW,Ord_4223
55335,2012-09-15,NOT SPECIFIED,Ord_4224
55525,2009-08-05,LOW,Ord_4225
55746,2009-06-30,NOT SPECIFIED,Ord_4226
56960,2009-06-08,HIGH,Ord_4227
57059,2011-01-06,MEDIUM,Ord_4228
57568,2010-06-17,NOT SPECIFIED,Ord_4229
57798,2012-09-15,HIGH,Ord_4230
58273,2010-06-20,HIGH,Ord_4231
58693,2009-10-21,LOW,Ord_4232
58818,2009-04-15,CRITICAL,Ord_4233
59171,2011-12-09,MEDIUM,Ord_4234
59271,2011-04-25,NOT SPECIFIED,Ord_4235
59680,2012-06-18,CRITICAL,Ord_4236
97,2010-01-28,MEDIUM,Ord_4237
323,2009-03-25,CRITICAL,Ord_4238
1095,2011-08-21,MEDIUM,Ord_4239
2562,2012-07-31,CRITICAL,Ord_4240
4099,2012-08-20,CRITICAL,Ord_4241
5509,2009-07-04,LOW,Ord_4242
8132,2009-05-14,LOW,Ord_4243
8868,2009-01-28,LOW,Ord_4244
10213,2011-02-17,HIGH,Ord_4245
10884,2009-11-25,LOW,Ord_4246
11843,2009-07-17,MEDIUM,Ord_4247
12099,2009-11-09,CRITICAL,Ord_4248
12418,2012-02-18,NOT SPECIFIED,Ord_4249
13923,2012-08-07,HIGH,Ord_4250
14439,2012-08-30,HIGH,Ord_4251
16643,2010-11-04,LOW,Ord_4252
16807,2012-01-15,MEDIUM,Ord_4253
16864,2012-10-29,NOT SPECIFIED,Ord_4254
18147,2009-07-17,NOT SPECIFIED,Ord_4255
18918,2012-10-27,NOT SPECIFIED,Ord_4256
18919,2009-06-28,LOW,Ord_4257
19104,2010-10-08,HIGH,Ord_4258
19207,2012-03-15,NOT SPECIFIED,Ord_4259
19840,2010-05-24,CRITICAL,Ord_4260
19943,2009-11-24,CRITICAL,Ord_4261
20002,2012-12-08,MEDIUM,Ord_4262
20066,2012-02-09,CRITICAL,Ord_4263
20615,2012-04-15,MEDIUM,Ord_4264
20864,2011-06-12,HIGH,Ord_4265
20868,2010-09-10,LOW,Ord_4266
21541,2009-08-10,NOT SPECIFIED,Ord_4267
22661,2010-09-26,NOT SPECIFIED,Ord_4268
22689,2011-09-10,LOW,Ord_4269
23361,2010-03-07,CRITICAL,Ord_4270
23396,2010-06-18,LOW,Ord_4271
23427,2011-08-08,LOW,Ord_4272
23751,2009-03-18,MEDIUM,Ord_4273
23943,2011-06-23,CRITICAL,Ord_4274
24608,2012-08-14,MEDIUM,Ord_4275
25507,2009-05-08,NOT SPECIFIED,Ord_4276
25509,2009-05-22,CRITICAL,Ord_4277
25952,2010-04-09,HIGH,Ord_4278
26336,2012-05-26,HIGH,Ord_4279
27558,2011-07-07,NOT SPECIFIED,Ord_4280
27969,2010-08-06,LOW,Ord_4281
29637,2009-05-25,HIGH,Ord_4282
30469,2012-12-25,NOT SPECIFIED,Ord_4283
31460,2012-08-26,HIGH,Ord_4284
31939,2011-06-25,HIGH,Ord_4285
33826,2010-12-19,LOW,Ord_4286
34151,2011-09-09,NOT SPECIFIED,Ord_4287
34659,2012-11-19,HIGH,Ord_4288
35200,2009-05-02,MEDIUM,Ord_4289
35456,2012-01-11,CRITICAL,Ord_4290
35840,2010-05-29,HIGH,Ord_4291
36069,2009-05-12,LOW,Ord_4292
36640,2011-11-18,NOT SPECIFIED,Ord_4293
36931,2011-01-19,NOT SPECIFIED,Ord_4294
37543,2011-12-31,MEDIUM,Ord_4295
39111,2011-07-25,MEDIUM,Ord_4296
39139,2010-11-13,NOT SPECIFIED,Ord_4297
39490,2012-12-08,LOW,Ord_4298
39938,2012-10-06,HIGH,Ord_4299
40098,2012-05-02,LOW,Ord_4300
41056,2012-03-26,CRITICAL,Ord_4301
42115,2012-02-18,CRITICAL,Ord_4302
43459,2011-07-11,CRITICAL,Ord_4303
45476,2012-04-18,CRITICAL,Ord_4304
45958,2011-05-25,MEDIUM,Ord_4305
47591,2012-02-01,CRITICAL,Ord_4306
49764,2010-03-10,LOW,Ord_4307
50118,2010-03-18,NOT SPECIFIED,Ord_4308
50183,2010-05-24,HIGH,Ord_4309
50786,2009-12-10,LOW,Ord_4310
50978,2012-03-31,HIGH,Ord_4311
50983,2011-06-28,CRITICAL,Ord_4312
52002,2009-04-06,HIGH,Ord_4313
52227,2009-12-02,MEDIUM,Ord_4314
52261,2011-04-21,NOT SPECIFIED,Ord_4315
52743,2010-04-07,HIGH,Ord_4316
53120,2012-05-17,NOT SPECIFIED,Ord_4317
53920,2009-03-18,CRITICAL,Ord_4318
54630,2012-10-08,LOW,Ord_4319
55299,2012-03-30,LOW,Ord_4320
55520,2011-07-05,CRITICAL,Ord_4321
55653,2010-11-26,MEDIUM,Ord_4322
56577,2011-02-11,CRITICAL,Ord_4323
56711,2011-06-02,LOW,Ord_4324
56769,2010-11-29,MEDIUM,Ord_4325
57440,2010-07-23,LOW,Ord_4326
57889,2010-07-04,LOW,Ord_4327
58564,2012-12-11,CRITICAL,Ord_4328
59072,2009-05-25,NOT SPECIFIED,Ord_4329
59652,2011-01-27,MEDIUM,Ord_4330
59783,2010-08-19,LOW,Ord_4331
195,2010-12-27,MEDIUM,Ord_4332
224,2009-06-17,NOT SPECIFIED,Ord_4333
263,2009-05-16,HIGH,Ord_4334
353,2010-12-30,LOW,Ord_4335
417,2009-05-02,MEDIUM,Ord_4336
448,2011-08-20,MEDIUM,Ord_4337
871,2011-11-14,LOW,Ord_4338
929,2012-01-10,HIGH,Ord_4339
967,2012-06-20,MEDIUM,Ord_4340
1575,2011-12-09,MEDIUM,Ord_4341
1637,2011-07-02,NOT SPECIFIED,Ord_4342
1888,2010-10-30,NOT SPECIFIED,Ord_4343
2052,2012-12-04,HIGH,Ord_4344
2055,2010-03-09,CRITICAL,Ord_4345
2309,2011-03-09,LOW,Ord_4346
2341,2010-05-29,LOW,Ord_4347
2436,2011-10-09,NOT SPECIFIED,Ord_4348
2500,2012-08-14,HIGH,Ord_4349
2535,2010-05-24,LOW,Ord_4350
2658,2011-09-22,MEDIUM,Ord_4351
2725,2009-05-20,NOT SPECIFIED,Ord_4352
2756,2009-04-17,CRITICAL,Ord_4353
2853,2009-04-05,HIGH,Ord_4354
2914,2010-02-03,MEDIUM,Ord_4355
3008,2011-07-11,MEDIUM,Ord_4356
3042,2009-11-20,MEDIUM,Ord_4357
3175,2009-07-14,LOW,Ord_4358
3300,2011-07-14,LOW,Ord_4359
3328,2012-11-18,LOW,Ord_4360
3525,2011-12-21,NOT SPECIFIED,Ord_4361
3526,2011-03-15,LOW,Ord_4362
3621,2010-05-05,MEDIUM,Ord_4363
3649,2009-05-07,LOW,Ord_4364
3814,2011-02-21,LOW,Ord_4365
3911,2011-03-16,NOT SPECIFIED,Ord_4366
4134,2011-11-01,CRITICAL,Ord_4367
4230,2012-03-03,CRITICAL,Ord_4368
4324,2011-07-16,CRITICAL,Ord_4369
4581,2012-03-09,NOT SPECIFIED,Ord_4370
4706,2012-12-28,NOT SPECIFIED,Ord_4371
4738,2012-07-04,HIGH,Ord_4372
4771,2012-12-13,CRITICAL,Ord_4373
4804,2012-01-27,HIGH,Ord_4374
4870,2009-05-08,MEDIUM,Ord_4375
4931,2009-11-16,CRITICAL,Ord_4376
5094,2010-03-28,NOT SPECIFIED,Ord_4377
5188,2011-01-03,NOT SPECIFIED,Ord_4378
5408,2012-07-20,LOW,Ord_4379
5472,2010-10-04,LOW,Ord_4380
5702,2010-06-09,NOT SPECIFIED,Ord_4381
5958,2011-09-15,MEDIUM,Ord_4382
5984,2009-06-17,LOW,Ord_4383
5989,2011-10-14,MEDIUM,Ord_4384
5990,2010-07-04,CRITICAL,Ord_4385
6054,2011-08-09,LOW,Ord_4386
6531,2010-07-17,HIGH,Ord_4387
6564,2011-01-21,LOW,Ord_4388
6566,2011-05-21,CRITICAL,Ord_4389
6693,2012-05-24,CRITICAL,Ord_4390
6753,2010-09-26,LOW,Ord_4391
6788,2011-04-08,NOT SPECIFIED,Ord_4392
6880,2009-05-25,MEDIUM,Ord_4393
6886,2012-01-19,HIGH,Ord_4394
7042,2012-08-01,MEDIUM,Ord_4395
7043,2009-01-25,CRITICAL,Ord_4396
7174,2012-10-03,NOT SPECIFIED,Ord_4397
7812,2011-04-20,LOW,Ord_4398
7840,2011-08-01,LOW,Ord_4399
8001,2010-11-19,HIGH,Ord_4400
8101,2010-04-03,MEDIUM,Ord_4401
8161,2009-03-06,HIGH,Ord_4402
8325,2009-01-14,CRITICAL,Ord_4403
8576,2009-09-01,HIGH,Ord_4404
8582,2010-11-20,LOW,Ord_4405
8832,2012-02-02,LOW,Ord_4406
8901,2011-08-20,LOW,Ord_4407
8930,2009-05-19,MEDIUM,Ord_4408
8999,2009-12-06,HIGH,Ord_4409
9091,2010-11-11,HIGH,Ord_4410
9092,2009-07-24,NOT SPECIFIED,Ord_4411
9093,2011-09-12,MEDIUM,Ord_4412
9251,2010-08-29,MEDIUM,Ord_4413
9344,2011-06-12,LOW,Ord_4414
9824,2011-01-22,CRITICAL,Ord_4415
10052,2009-07-09,NOT SPECIFIED,Ord_4416
10080,2010-12-02,LOW,Ord_4417
10117,2010-11-16,MEDIUM,Ord_4418
10146,2009-01-05,LOW,Ord_4419
10277,2009-07-04,MEDIUM,Ord_4420
10305,2009-07-07,LOW,Ord_4421
10339,2011-11-10,LOW,Ord_4422
10466,2012-12-25,HIGH,Ord_4423
10562,2009-11-11,NOT SPECIFIED,Ord_4424
10563,2010-09-29,CRITICAL,Ord_4425
10658,2009-08-27,LOW,Ord_4426
10662,2011-12-05,LOW,Ord_4427
10948,2012-08-13,MEDIUM,Ord_4428
11014,2010-07-09,HIGH,Ord_4429
11077,2009-03-20,LOW,Ord_4430
11174,2009-09-04,MEDIUM,Ord_4431
11680,2009-04-09,MEDIUM,Ord_4432
11682,2010-04-07,LOW,Ord_4433
11714,2009-04-08,CRITICAL,Ord_4434
11748,2009-03-06,NOT SPECIFIED,Ord_4435
11780,2010-09-21,CRITICAL,Ord_4436
12007,2009-09-27,NOT SPECIFIED,Ord_4437
12039,2010-06-16,HIGH,Ord_4438
12066,2011-06-02,MEDIUM,Ord_4439
12262,2011-10-12,LOW,Ord_4440
12486,2011-02-20,HIGH,Ord_4441
12612,2010-12-21,LOW,Ord_4442
12706,2009-11-20,CRITICAL,Ord_4443
12708,2010-07-01,LOW,Ord_4444
12930,2011-11-24,HIGH,Ord_4445
12965,2010-06-25,MEDIUM,Ord_4446
13090,2010-07-26,NOT SPECIFIED,Ord_4447
13157,2012-11-02,MEDIUM,Ord_4448
13218,2009-05-16,HIGH,Ord_4449
13314,2009-05-13,HIGH,Ord_4450
13536,2009-08-18,MEDIUM,Ord_4451
13569,2011-10-04,CRITICAL,Ord_4452
13570,2012-02-12,NOT SPECIFIED,Ord_4453
13602,2009-01-13,LOW,Ord_4454
13668,2012-02-24,CRITICAL,Ord_4455
13958,2010-01-23,LOW,Ord_4456
13991,2012-06-03,HIGH,Ord_4457
14048,2010-05-17,NOT SPECIFIED,Ord_4458
14311,2009-01-08,CRITICAL,Ord_4459
14434,2011-02-15,NOT SPECIFIED,Ord_4460
14630,2012-10-16,LOW,Ord_4461
14851,2012-11-05,NOT SPECIFIED,Ord_4462
14950,2010-09-26,LOW,Ord_4463
14981,2010-10-26,MEDIUM,Ord_4464
15105,2009-03-11,LOW,Ord_4465
15111,2009-12-17,NOT SPECIFIED,Ord_4466
15202,2010-09-07,HIGH,Ord_4467
15206,2010-04-11,LOW,Ord_4468
15616,2012-03-23,CRITICAL,Ord_4469
15654,2009-02-10,NOT SPECIFIED,Ord_4470
16102,2009-12-13,NOT SPECIFIED,Ord_4471
16356,2011-02-08,CRITICAL,Ord_4472
16481,2011-02-18,LOW,Ord_4473
16641,2010-10-05,HIGH,Ord_4474
16642,2011-02-03,NOT SPECIFIED,Ord_4475
16709,2012-06-10,HIGH,Ord_4476
16992,2010-12-12,HIGH,Ord_4477
16995,2010-12-18,NOT SPECIFIED,Ord_4478
17093,2012-11-02,NOT SPECIFIED,Ord_4479
17510,2012-10-30,CRITICAL,Ord_4480
17542,2010-08-31,LOW,Ord_4481
17568,2010-08-10,NOT SPECIFIED,Ord_4482
17571,2012-03-15,NOT SPECIFIED,Ord_4483
17636,2009-04-02,LOW,Ord_4484
17669,2009-04-29,HIGH,Ord_4485
17700,2012-10-27,CRITICAL,Ord_4486
17701,2012-05-21,CRITICAL,Ord_4487
17799,2012-09-20,MEDIUM,Ord_4488
18275,2012-10-01,LOW,Ord_4489
18336,2009-04-24,NOT SPECIFIED,Ord_4490
18402,2009-08-29,LOW,Ord_4491
18466,2012-05-21,LOW,Ord_4492
18530,2010-12-31,NOT SPECIFIED,Ord_4493
18790,2009-11-02,HIGH,Ord_4494
18819,2009-02-25,LOW,Ord_4495
18855,2009-09-15,HIGH,Ord_4496
19040,2011-12-19,HIGH,Ord_4497
19041,2011-07-26,LOW,Ord_4498
19047,2009-01-28,HIGH,Ord_4499
19143,2012-04-11,HIGH,Ord_4500
19264,2011-09-29,HIGH,Ord_4501
19296,2010-10-04,HIGH,Ord_4502
19299,2009-03-18,NOT SPECIFIED,Ord_4503
19429,2009-08-24,NOT SPECIFIED,Ord_4504
19430,2010-11-13,CRITICAL,Ord_4505
19524,2010-01-14,CRITICAL,Ord_4506
19556,2010-12-30,NOT SPECIFIED,Ord_4507
19815,2010-03-25,NOT SPECIFIED,Ord_4508
20096,2012-08-19,LOW,Ord_4509
20132,2010-05-17,LOW,Ord_4510
20225,2010-07-26,LOW,Ord_4511
20325,2010-03-07,CRITICAL,Ord_4512
20450,2012-07-12,CRITICAL,Ord_4513
20519,2009-10-04,HIGH,Ord_4514
20679,2010-08-14,MEDIUM,Ord_4515
20706,2009-12-07,HIGH,Ord_4516
20898,2011-10-30,MEDIUM,Ord_4517
20995,2012-03-27,MEDIUM,Ord_4518
21159,2011-07-06,LOW,Ord_4519
21191,2012-11-14,HIGH,Ord_4520
21286,2009-05-16,CRITICAL,Ord_4521
21346,2011-07-06,HIGH,Ord_4522
21475,2011-02-20,CRITICAL,Ord_4523
21539,2010-09-07,MEDIUM,Ord_4524
21639,2011-02-02,NOT SPECIFIED,Ord_4525
21760,2011-01-30,NOT SPECIFIED,Ord_4526
21827,2012-09-11,NOT SPECIFIED,Ord_4527
21927,2011-10-12,HIGH,Ord_4528
21988,2010-03-28,MEDIUM,Ord_4529
22083,2009-02-17,CRITICAL,Ord_4530
22402,2009-05-27,CRITICAL,Ord_4531
22433,2011-03-03,CRITICAL,Ord_4532
22465,2012-07-21,NOT SPECIFIED,Ord_4533
22466,2012-03-28,LOW,Ord_4534
22497,2012-04-28,MEDIUM,Ord_4535
22752,2012-07-12,LOW,Ord_4536
22848,2011-10-12,NOT SPECIFIED,Ord_4537
22850,2011-04-30,MEDIUM,Ord_4538
22912,2010-10-16,LOW,Ord_4539
22913,2010-06-25,CRITICAL,Ord_4540
22914,2012-01-13,CRITICAL,Ord_4541
23042,2009-04-26,MEDIUM,Ord_4542
23168,2010-09-15,LOW,Ord_4543
23235,2011-05-07,HIGH,Ord_4544
23238,2010-03-31,NOT SPECIFIED,Ord_4545
23297,2012-02-07,CRITICAL,Ord_4546
23301,2011-04-18,HIGH,Ord_4547
23329,2010-12-26,LOW,Ord_4548
23366,2010-11-19,NOT SPECIFIED,Ord_4549
23395,2012-10-27,MEDIUM,Ord_4550
23555,2012-11-12,HIGH,Ord_4552
23617,2011-05-05,NOT SPECIFIED,Ord_4553
23652,2009-08-30,NOT SPECIFIED,Ord_4554
23680,2010-06-11,NOT SPECIFIED,Ord_4555
23719,2010-07-25,CRITICAL,Ord_4556
23778,2009-07-13,LOW,Ord_4557
23808,2009-07-02,LOW,Ord_4558
23877,2009-12-07,NOT SPECIFIED,Ord_4559
24548,2011-03-14,HIGH,Ord_4560
24610,2010-01-18,NOT SPECIFIED,Ord_4561
24677,2012-05-03,LOW,Ord_4562
25027,2009-12-16,MEDIUM,Ord_4563
25378,2011-12-18,NOT SPECIFIED,Ord_4564
25445,2009-05-25,LOW,Ord_4565
25476,2012-02-10,NOT SPECIFIED,Ord_4566
25797,2012-01-09,NOT SPECIFIED,Ord_4567
25889,2010-08-06,LOW,Ord_4568
25986,2012-06-22,MEDIUM,Ord_4569
26021,2012-09-14,CRITICAL,Ord_4570
26055,2012-11-25,NOT SPECIFIED,Ord_4571
26274,2012-12-06,NOT SPECIFIED,Ord_4572
26437,2011-11-28,CRITICAL,Ord_4573
26464,2011-11-12,HIGH,Ord_4574
26631,2010-01-11,CRITICAL,Ord_4575
26689,2009-09-29,HIGH,Ord_4576
26786,2010-07-04,MEDIUM,Ord_4577
26976,2011-05-20,NOT SPECIFIED,Ord_4578
27169,2011-11-09,NOT SPECIFIED,Ord_4579
27524,2010-01-02,NOT SPECIFIED,Ord_4580
27554,2011-10-03,CRITICAL,Ord_4581
27712,2010-04-03,LOW,Ord_4582
27715,2011-09-19,HIGH,Ord_4583
27744,2010-03-08,CRITICAL,Ord_4584
27745,2010-09-20,LOW,Ord_4585
28007,2010-08-04,NOT SPECIFIED,Ord_4586
28129,2012-01-26,MEDIUM,Ord_4587
28224,2012-12-19,CRITICAL,Ord_4588
28354,2009-03-27,LOW,Ord_4589
28387,2012-06-29,NOT SPECIFIED,Ord_4590
28485,2012-12-01,HIGH,Ord_4591
28643,2010-04-27,NOT SPECIFIED,Ord_4592
28737,2011-03-10,CRITICAL,Ord_4593
28807,2011-03-31,HIGH,Ord_4594
28832,2010-09-24,MEDIUM,Ord_4595
28933,2009-09-07,CRITICAL,Ord_4596
29090,2012-01-16,MEDIUM,Ord_4597
29221,2012-05-29,HIGH,Ord_4598
29284,2009-10-04,MEDIUM,Ord_4599
29505,2012-12-27,MEDIUM,Ord_4600
29831,2012-03-29,CRITICAL,Ord_4601
30759,2009-08-05,NOT SPECIFIED,Ord_4602
30848,2011-01-05,MEDIUM,Ord_4603
30885,2010-06-21,HIGH,Ord_4604
30887,2010-07-07,CRITICAL,Ord_4605
31233,2011-09-24,LOW,Ord_4606
31461,2011-06-27,MEDIUM,Ord_4607
31524,2011-06-26,LOW,Ord_4608
31590,2010-05-06,CRITICAL,Ord_4609
31619,2009-09-17,LOW,Ord_4610
32099,2010-05-05,NOT SPECIFIED,Ord_4611
32129,2011-02-07,CRITICAL,Ord_4612
32291,2009-05-11,MEDIUM,Ord_4613
32932,2010-09-01,LOW,Ord_4614
33095,2009-02-15,NOT SPECIFIED,Ord_4615
33126,2011-12-11,CRITICAL,Ord_4616
33222,2012-06-19,MEDIUM,Ord_4617
33317,2009-11-05,HIGH,Ord_4618
33445,2012-02-08,LOW,Ord_4619
33604,2011-08-18,HIGH,Ord_4620
33696,2009-07-05,HIGH,Ord_4621
33702,2012-02-09,NOT SPECIFIED,Ord_4622
33923,2009-07-01,LOW,Ord_4623
33924,2012-10-18,NOT SPECIFIED,Ord_4624
34243,2011-11-02,HIGH,Ord_4625
34279,2012-03-28,NOT SPECIFIED,Ord_4626
34406,2012-09-28,MEDIUM,Ord_4627
34597,2010-12-16,MEDIUM,Ord_4628
34980,2010-02-08,NOT SPECIFIED,Ord_4629
35361,2009-06-04,MEDIUM,Ord_4630
35587,2011-10-11,CRITICAL,Ord_4631
35780,2011-01-17,MEDIUM,Ord_4632
35814,2012-03-27,HIGH,Ord_4633
35938,2012-11-17,NOT SPECIFIED,Ord_4634
35968,2012-03-03,NOT SPECIFIED,Ord_4635
36033,2009-12-19,NOT SPECIFIED,Ord_4636
36067,2009-04-07,HIGH,Ord_4637
36160,2012-11-22,LOW,Ord_4638
36356,2011-12-25,MEDIUM,Ord_4639
36647,2009-06-30,HIGH,Ord_4640
36832,2012-01-06,LOW,Ord_4641
36836,2010-02-26,MEDIUM,Ord_4642
36867,2009-05-09,HIGH,Ord_4643
37250,2010-01-14,HIGH,Ord_4644
37505,2011-03-06,LOW,Ord_4645
37537,2009-02-01,LOW,Ord_4646
37606,2010-02-22,CRITICAL,Ord_4647
37668,2010-08-01,LOW,Ord_4648
37830,2009-08-16,NOT SPECIFIED,Ord_4649
37957,2010-05-11,NOT SPECIFIED,Ord_4650
38406,2010-02-12,MEDIUM,Ord_4651
38594,2009-01-12,MEDIUM,Ord_4652
38657,2010-05-28,NOT SPECIFIED,Ord_4653
38850,2010-04-29,MEDIUM,Ord_4654
38913,2009-06-09,NOT SPECIFIED,Ord_4655
38948,2011-05-06,NOT SPECIFIED,Ord_4656
39041,2011-10-26,CRITICAL,Ord_4657
39136,2009-06-24,HIGH,Ord_4658
39232,2011-12-07,LOW,Ord_4659
39617,2011-12-17,NOT SPECIFIED,Ord_4660
39649,2009-10-19,HIGH,Ord_4661
39654,2012-09-30,MEDIUM,Ord_4662
39808,2012-02-09,LOW,Ord_4663
39841,2010-01-01,MEDIUM,Ord_4664
39847,2010-04-04,NOT SPECIFIED,Ord_4665
39907,2010-08-29,LOW,Ord_4666
40068,2010-04-20,LOW,Ord_4667
40420,2011-10-01,HIGH,Ord_4668
40485,2009-12-27,NOT SPECIFIED,Ord_4669
40998,2009-02-05,MEDIUM,Ord_4670
41091,2009-05-24,MEDIUM,Ord_4671
41152,2011-03-09,HIGH,Ord_4672
41157,2011-04-16,MEDIUM,Ord_4673
41349,2011-12-17,CRITICAL,Ord_4674
41440,2009-09-22,HIGH,Ord_4675
41539,2011-03-05,HIGH,Ord_4676
41574,2010-09-20,HIGH,Ord_4677
41831,2012-07-21,NOT SPECIFIED,Ord_4678
41888,2009-02-28,LOW,Ord_4679
42054,2012-09-14,MEDIUM,Ord_4680
42148,2011-10-20,CRITICAL,Ord_4681
42338,2009-02-11,NOT SPECIFIED,Ord_4682
42343,2009-08-14,CRITICAL,Ord_4683
42467,2010-10-14,HIGH,Ord_4684
42563,2010-12-08,MEDIUM,Ord_4685
42567,2010-11-01,CRITICAL,Ord_4686
42691,2010-05-24,LOW,Ord_4687
42919,2011-06-10,MEDIUM,Ord_4688
43010,2012-09-10,CRITICAL,Ord_4689
43043,2012-04-14,CRITICAL,Ord_4690
43170,2010-05-13,LOW,Ord_4691
43397,2011-12-05,CRITICAL,Ord_4692
43494,2012-03-01,MEDIUM,Ord_4693
43682,2012-08-27,MEDIUM,Ord_4694
43814,2011-09-01,MEDIUM,Ord_4695
43815,2012-06-13,NOT SPECIFIED,Ord_4696
43844,2010-10-31,HIGH,Ord_4697
43846,2009-02-26,HIGH,Ord_4698
43974,2009-09-16,NOT SPECIFIED,Ord_4699
44003,2011-11-17,LOW,Ord_4700
44069,2009-02-01,CRITICAL,Ord_4701
44099,2012-12-03,MEDIUM,Ord_4702
44133,2010-06-01,HIGH,Ord_4703
44261,2012-03-23,HIGH,Ord_4704
44323,2012-07-08,MEDIUM,Ord_4705
44517,2009-04-23,MEDIUM,Ord_4706
44549,2012-01-22,MEDIUM,Ord_4707
44679,2012-03-06,MEDIUM,Ord_4708
44836,2009-11-09,MEDIUM,Ord_4709
45120,2009-09-04,CRITICAL,Ord_4710
45158,2010-10-04,LOW,Ord_4711
45254,2010-07-26,HIGH,Ord_4712
45315,2012-04-20,MEDIUM,Ord_4713
45380,2009-04-30,CRITICAL,Ord_4714
45409,2010-12-04,CRITICAL,Ord_4715
45539,2009-02-08,NOT SPECIFIED,Ord_4716
45605,2010-10-04,MEDIUM,Ord_4717
45664,2012-09-06,NOT SPECIFIED,Ord_4718
45671,2011-12-06,LOW,Ord_4719
